"","id","titles_acad","author","weblink_acad","SDGs","audience","description"
"25",25,"Climate Action: Solutions for a Changing Planet","Columbia University,  University of California - San Francisco,  World Business Council for Sustainable Development,  International Institute for Applied Systems Analysis,  Institute for Sustainable Development and International Relations,  International Institute for Applied Systems Analysis,  Columbia University,  Climate-KIC,  International Institute for Applied Systems Analysis,  World Business Council for Sustainable Development,  Department of Nuclear Science and Technology,  Evolved Energy Research,  International Institute for Applied Systems Analysis,  University of Delaware,  World Business Council for Sustainable Development,  Columbia University,  Federal Government of the United States of America,  International Institute for Applied Systems Analysis,  National Research University Higher School of Economics,  United Technologies Research Center,  International Institute for Applied Systems Analysis,  Monash University,  International Institute for Applied Systems Analysis,  National Wildlife Federation","https://sdgacademy.org/course/climate-action-solutions-for-a-changing-planet/","SDG13, SDG9, SDG12, SDG15, Agenda 2030","This course is forClimate change activists who want a concise overview of the science and emerging solutionsSustainable development practitioners and<U+00A0>private-sector actors <U+0096> such as those who work in corporate sustainability and responsibility or renewable energy <U+0096> who need to understand how climate change solutions are being implemented and made successfulGraduate students and advanced undergraduate students interested in the key concepts and practices of this growing field","Learn about emerging solutions for reducing global greenhouse gas emissions and debate the best applications for green technologies in this free course on climate action. , Learn about emerging solutions for reducing global greenhouse gas emissions and debate the best applications for green technologies in this free course on climate action. , Reducing global, greenhouse gas emissions, Emissions reduction in, Russia and Australia, Decarbonizing, the economy, Actions for , communities and individuals, Harmful emissions, the degradation of the earth’s resources, and global warming have loomed large for decades. With the negotiation and ongoing ratification of the sweeping Paris Agreement, commitments to reducing the effects of climate change abound., But how do we turn those commitments into action?, Enroll now to learn from the academics and researchers leading the battle against climate change, hailing from world-renowned institutions including Columbia University’s Earth Institute, the Deep Decarbonization Pathways Project (DDPP), the International Institute for Applied Systems Analysis (IIASA), and the World Business Council on Sustainable Development (WBCSD).,  Module 1A: Implementing the Paris Climate Agreement (Part 1),  Module 1B: Implementing the Paris Climate Agreement (Part 2),  Module 2A: Deep Decarbonization: The Three Pillars and National Case Studies (Part 1),  Module 2B: Deep Decarbonization: The Three Pillars and National Case Studies (Part 2),  Module 3: Low Emissions Electricity & Renewables,  Module 4: Agriculture and Emissions,  Module 5A: Monitoring Land Use (Part 1),  Module 5B: Monitoring Land Use (Part 2),  Module 6: Policy Tools for the Transition to Low-Emissions,  Module 7: Low-Emission Solutions and the Business Community"
"26",26,"Sustainable Cities","Indian Institute for Human Settlements,  Cities Alliance,  Middlesex University,  UN-Habitat,  University of Pennsylvania,  Curtin University,  African Center for Cities,  New School,  eThekwini Municipality (South Africa),  International Institute for Environmental Development,  Columbia University,  Slum/Shack Dwellers International","https://sdgacademy.org/course/sustainable-cities/","SDG11, Agenda 2030","Credits:, Locations:, Thanks to:, Acknowledgments:, This course is forAnyone interested in the concept of sustainable cities<U+00A0><U+0096> including those interested in the development of their own local community <U+0096> who wants to understand the foundations of modern urban developmentGraduate students and advanced undergraduate students in architecture, real estate development, sustainable development, sustainable business, international development, public policy, and other related fieldsSustainable development practitioners interested in the elements of sustainability that impact urban areas worldwidePrivate-sector actors, such as those who work in real estate development, technology, telecommunications, transportation, or energy <U+0096> whose work can contribute to and redefine urban areas","Learn how government, the private sector, and other actors can support sustainable urban development, Learn how government, the private sector, and other actors can support sustainable urban development, An overview of governance, land management, utilities, and other entities, that make up urban systems, How technology is shaping transportation, energy, urban resilience, and more, , Understanding how poverty, health, economic opportunity, and other issues impact urban systems and development , , London, Durban, Mumbai,, and beyond, Did you know that experts estimate an additional three billion people will live in cities by 2050? What will the impact be on the the current world population – half of which currently lives in cities and contributes to about three-fourths of global economic output? The opportunities are vast – but so, too, are the potential issues., In the massive open online course Sustainable Cities, you will learn about the major challenges currently faced by urban areas around the world – including poverty, unemployment, poor housing infrastructure, and constraints on productivity – and the extraordinary potential of these areas to enable change in the future. From infrastructure to culture to economic opportunity, learn how harnessing the power of urban development for global progress is imperative., This course examines how urban sustainability can be delivered with increasing productivity and reduced inequality; provision of universal basic services and infrastructure; protection of the urban environments; and other solutions and investments, both speculative and in action around the world. You will emerge from this course understanding how governments, private stakeholders and other actors can improve urban development to heed the call of Sustainable Development Goal 11 – “making cities and human settlements inclusive, safe, resilient and sustainable“ by 2030., This course was made possible through the generous support of the Jeffrey Cheah Foundation., Credits:Curator and Lead Faculty - Aromar ReviProgramme Coordinator - Geetha Krishnan and Vivekananda RajendraMedia Directors - Subasri Krishnan and Yashodara Udupa<U+2028>Teaching Assistant - Shobita Rao and Vineetha NallaCamera - Kunal Deshpande, Yashodara Udupa, and Zohrab Reys GamatAdditional Camera: Isaac BernerLight Assistance: ShekharSound: Jamie D’silva and Rakesh U.P.Additional Sound - Kunal Deshpande, Subasri Krishnan, Zohrab Reys GamatEditing - Sandhya Kumar, Vinay Ghodgeri, Yashodara Udupa and Zohrab Reys GamatAdditional Editing - Sandeep ViswanathGraphics - Radhamohini PrasadAdditional Assistance with Graphics - Arindam Jana, Charlotte Adelina P, Mohan Raju JSVideo and Sound Post-Production - Pradeep NayakResearch Assistance - Aishwarya Balasubramanian, Ana Abbas, Anushree Deb, Amrita Chattopadhyay, Jaikishan Agarwal, Jessica George, Rahael Kuruvilla, Sarita Pillay, Sushmita Ramoji, Suman Barat, Teja MalladiAdditional Content Assistance - Neha SamiWord Edit Support - Rekha Raghunathan, Nishtha VadehraProduction - Ananth Kumar, Kailash Singh Rawat, Neelufer Aslam, Pancham Singh Rawat, Puttaswamy, Sanjay Kumar Pal, Sreejith SureshLocation Production Assistance: Alicia Fortuin, Sfanele Ntuli, Siphiwe 'Zane' SilindaLegal Assistance - Amlanjyoti Goswami, Kaye Lushington, Amrita Basu Mallik, Karuna SharmaTranscription - Anurag Dasgupta, Asha Mavinasara, Masoom Parmar, Nikita Vidhyalankar, Satyavrat Krishnakumar, Shaurya Singh, Teesta Krishnan SinhaTranslations (Hindi) - Communication for Development and Learning (CDL)Equipment hire - Adams, Vineet Videos, Wildclickz, Locations:Amsterdam, Bangkok, Bengaluru, Berlin, Brussels, Cape Town, Copenhagen, Durban, Jakarta, Johannesburg, Kampala, London, Melbourne, Mumbai, Nairobi, New Delhi, New York, Paris, Perth, Singapore, Thanks to:African Centre for Cities, University of Cape Town; Chulalongkorn University; Cities Alliance; Columbia University, Earth Institute; Curtin University; C40; eThekwini Municipality; Facultad Latinoamericana de Ciencias Sociales(FLACSO); ICLEI – Local Governments for Sustainability; International Institute for Environment and Development (IIED); Middlesex University; Mistra Urban Futures; Monash University; Penn Institute for Urban Research (Penn IUR); Public Health Foundation of India (PHFI); Scholarly Publishing and Academic Resources Coalition (SPARC); SEWA Bharat - All India Federation of Self Employed Women’s Association; Shack/Slum Dwellers International (SDI); The New School; United Cities and Local Governments (UCLG);UN-Habitat; Sustainable Development Solutions Network; Women in Informal Employment: Globalizing and Organizing (WIEGO), Acknowledgments:Angshuman Das; David McEwen; Holger Kuhle; Jahnavi G.H.; Mohammad Fayaz; Capt. K Pooja Vasanth (Retd); Rebecca Heines; Sandeep Kumar Mitra; Swastik Harish; Varalakshmi; Vidya Jindal, Producer:Chandrika Bahadur for the Sustainable Development Solutions Network, SDG Academy,  Module 1: The urban opportunity,  Module 2: What makes a city function?,  Module 3: How can we reduce urban poverty and make cities inclusive and safe?,  Module 4: How can we make cities productive and reduce inequality?,  Module 5: How can we improve human development in cities?,  Module 6: How can we provide universal urban services and infrastructure?,  Module 7: How can the urban environment be protected and cities be made resilient?,  Module 8: How can cities and urban areas be governed better to make them more sustainable?,  Module 9: Who can enable and implement this change?"
"27",27,"Globalization: Past and Future","Columbia University","https://sdgacademy.org/course/globalization-past-and-future/","Agenda 2030","This course is forGraduate students and advanced undergraduate students studying international development or relations, economics, sustainable development and other related topicsPractitioners in the fields of policy, government relations, international trade, finance and related fields who are interested in the historical context of our current geopolitical environment and technological revolution","In the age of the internet, highly interconnected supply chains and mass migration societies feel more closely linked than ever. But is that really the case?, In the age of the internet, highly interconnected supply chains and mass migration societies feel more closely linked than ever. But is that really the case?, From trade by sea to the fourth, industrial revolution, The value of a shared global, vision and ethics, The nations pushing progress and dominating, the global economy,  Module 1: Waves of Globalization in History,  Module 2: Ocean-Based Globalization: 1500-1800,  Module 3: The Anglo-American World: 1800-2000,  Module 4: The New Globalization"
"28",28,"Water: Addressing the Global Crisis","Stockholm International Water Institute,  UNESCO World Water Assessment Programme (WWAP),  Alliance for Global Water Adaptation,  UNESCO World Water Assessment Programme (WWAP),  United Nations Development Programme,  Stockholm International Water Institute,  Stockholm International Water Institute,  Global Resilience Partnership","https://sdgacademy.org/course/water-addressing-global-crisis/","SDG6, SDG14, SDG13","This course is forSustainable development practitioners as well as private-sector actors who need to understand how solution-oriented approaches can be developed in fragile contexts with weak governance.Advanced undergraduates and graduate students interested in the field of water and Agenda 2030.Water activists<U+00A0>who want a concise overview of the current status of the water world and emerging solutions., Sustainable development practitioners, Advanced undergraduates and graduate students, Water activists<U+00A0>","Water influences our lives and livelihoods. Yet lack of access to water is a rapidly growing problem and one of the world’s gravest risks. What can be done to manage it sustainably and ensure a more water wise world?, Water influences our lives and livelihoods. Yet lack of access to water is a rapidly growing problem and one of the world’s gravest risks. What can be done to manage it sustainably and ensure a more water wise world?, by 2030, GLOBAL GOAL ON WATER, for a , WATER WISE WORLD, to improve, WATER MANAGEMENT, from a natural resource to a , POLITICAL RESOURCE, Water is the source of all life. Without it, neither humans nor nature will survive. Yet lack of access to water is a rapidly growing problem and one of the world’s gravest risks. The water we have at our disposal is often too little, too much or too dirty. We must learn to manage it more wisely, fairly and sustainably to avoid a serious water crisis., The SDG Academy and the Stockholm International Water Institute have come together to offer this MOOC on some of the most important water issues. We focus on the key role water plays in the achievement of the Sustainable Development Goals, particularly SDG 6’s call to ensure sustainable water and sanitation for all., The course intends to explain the linkages between water, environment, and societal development, focusing on how to tackle issues such as growing water uncertainty and deteriorating water quality. Through the course you will gain a better understanding of how water influences lives and livelihoods.  You will also learn how your own actions can contribute to a more water wise world., ,  Module 0: Experience, Knowledge, and Understanding,  Module 1: No One Will Be Left Behind,  Module 2: Climate Change,  Module 3: Water and Ecosystems,  Module 4: Water Governance Crisis: Who Gets Water, When, and How?,  Module 5: Water and Sanitation Services and Delivery,  Module 6: Transboundary Water: Source of Conflict or Solution?,  Module 7: Food and Water,  Module 8: A Critical Connection: Water + Energy,  Module 9: Case Studies"
"29",29,"Tech for Good: The Role of ICT in Achieving the SDGs","UNESCO Information for All Programme,  UNESCO,  Office of the President of Uruguay,  International Telecommunication Union,  Millennium Promise Alliance,  Funda<e7><e3>o Getulio Vargas,  UN Statistics Division,  Sustainable Development Solutions Network,  MIT,  University of Wollongong,  Columbia University,  EkStep,  UNESCO,  Cetic.br,  UNESCO","https://sdgacademy.org/course/tech-for-good/","Agenda 2030, SDG11","This course is forTechnology specialists<U+00A0>who want to understand more about how ICT is being used to improve people<U+0092>s lives around the worldSustainable development practitioners<U+00A0>who need to understand the opportunities and limitations of technology in a development contextAdvanced undergraduates and graduate students<U+00A0>interested in the key concepts and practices of this exciting and ever-changing field","What opportunities and challenges do information and communication technologies present for the development of our society?, What opportunities and challenges do information and communication technologies present for the development of our society?, How technological advances enable new, DEVELOPMENT SOLUTIONS, How our digitally-connected world promotes the, PRODUCTION OF KNOWLEDGE, How ICT is both an indicator of progress and a tool for, GATHERING DATA, How do we ensure that this technology is used, ETHICALLY AND EFFECTIVELY?, Tech for Good was developed by UNESCO and Cetic.br/NIC.br, the Brazilian Network Information Center’s Regional Center for Studies on the Development of the Information Society. It brings together thought leaders and changemakers in the fields of information and communication technologies (ICT) and sustainable development to show how digital technologies are empowering billions of people around the world by providing access to education, healthcare, banking, and government services; and how “big data” is being used to inform smarter, evidence-based policies to improve people’s lives in fundamental ways., It also addresses the new challenges that technology can introduce, such as privacy, data management, risks to cybersecurity, e-waste, and the widening of social divides. Ultimately, Tech for Good looks at the ways in which stakeholders are coming together to answer big questions about what our future will look like in a hyper-digitized world.,  Module 1: Welcome to the Digital Age,  Module 2: Technology for Governments and Citizens,  Module 3: ICT Infrastructure,  Module 4: ICT Innovations in Health,  Module 5: Learning in Knowledge Societies,  Module 6: Promoting Financial Inclusion,  Module 7: Measurement and Metrics for ICT and the SDGs,  Module 8: Artificial Intelligence for Development,  Module 9: Concerns for our Digital Future,  Module 10: The Way Forward"
"30",30,"Feeding a Hungry Planet","International Fertilizer Association,  Johns Hopkins University,  Wageningen University & Research,  Columbia University,  Rothamsted Research,  Tufts University,  Cornell University,  Wageningen University & Research","https://sdgacademy.org/course/feeding-a-hungry-planet-agriculture-nutrition-and-sustainability/","SDG2, SDG13, SDG14, SDG15, SDG3, SDG4","This course is forNutritionists, agriculture professionals, and other practitioners interested in the latest developments in the fieldSustainable development practitioners <U+0096><U+00A0>including those who work for international aid organizations and nonprofits in the realms of poverty, nutrition, and agriculture <U+0096> who want to understand the lifecycle of food production and food security Private actors, such as those engaging in or investing in social entrepreneurship and the support of local agricultureGraduate students and advanced undergraduate students in agriculture, economics, international development, and other fields who are learning about the intersectional factors impacting agriculture and food production/consumption","How do we create a healthy and sustainable diet for the growing world population? , How do we create a healthy and sustainable diet for the growing world population? , How the field has developed over time, and how recent developments like advanced technology impact farming, , All about regulations influencing production, trade, and other aspects of agriculture, , What is food security? How do poverty, inequality, and other factors affect the nutrition of individuals and entire countries?, , Examples from industries ranging from rice to livestock, and the experiences of smallholder farmers, , Agriculture is more than waving fields of wheat; our ability to grow food from existing natural resources – and without decimating those resources – is key to sustainably feeding the world., In this 7-module massive open online course (MOOC), learn about food security worldwide, the effects of malnutrition, how we manage ecosystems that provide food resources, and more. You’ll emerge from this course with a clear answer to the question: What can I do to make food consumption and production more sustainable?, , This course is supported by faculty based at Cornell University, Johns Hopkins University, Rothamsted Research, Tufts University, and Wageningen University and Research., We are grateful to the International Fertilizer Association (IFA) for supporting the course's Teaching Assistants.,  Module 1: The global challenges around food,  Module 2: Agriculture at the center of sustainable development,  Module 3: Food systems for nutritional security and better health,  Module 4: Sustainable intensification of agricultural systems – Part 1,  Module 5: Sustainable intensification of agricultural systems – Part 2,  Module 6: Rural development for poverty alleviation,  Module 7: Action for change"
"31",31,"Environmental Security and Sustaining Peace","United Nations Environment Programme,  Environmental Law Institute,  University of California - Irvine,  Duke University,  Columbia University","https://sdgacademy.org/course/environmental-security-and-sustaining-peace/","SDG16, SDG5, SDG9, SDG12, SDG13, SDG14, SDG15","This course is forPeace and security specialists<U+00A0>who want to understand more about natural resourcesNatural resource experts<U+00A0>who want to design more conflict-sensitive programsSustainable development practitioners <U+0096> as well as private-sector actors <U+0096> who need to understand how natural resources can be developed in fragile contexts with weak governanceAdvanced undergraduates and graduate students interested in the key concepts and practices of this growing field","Natural resources and the environment as a vehicle for peace., Natural resources and the environment as a vehicle for peace., How natural resources and the environment , impact conflict, How natural resources and the environment support, peacebuilding, How conflict harms natural resources and, the environment, How you can assess and address the relationship between , natural resources and conflict, Conflicts over natural resources and the environment are among the greatest challenges in 21st-century geopolitics. These conflicts present serious threats to human security at both the national and local levels. Natural resources and the environment can nonetheless serve as a vehicle for peace if managed in a sustainable and equitable manner. Environmental peacebuilding has emerged as a new frontier in interdisciplinary studies. It offers a conceptual and operational framework to understand the positive peacebuilding potential of natural resources across the conflict lifecycle while mitigating potential risks., This 8-week massive open online course on Environmental Security and Sustaining Peace provides an in-depth introduction to the multiple roles that natural resources and the environment play in the onset, escalation, resolution, and recovery from violent conflicts. Many of the considerations and approaches in this course are also relevant to understanding and addressing social conflicts around natural resources and the environment.,  Module 1: Course Overview (Week 1),  Module 2: Natural Resources and Conflict Causes (Weeks 2 and 3),  Module 2B: Natural Resources and Conflict Causes (Part 2),  Module 3A: Natural Resources and the Environment during Armed Conflict (Part 1),  Module 3B: Natural Resources and the Environment during Armed Conflict (Part 2),  Module 4A: Post-Conflict Environmental Peacebuilding (Part 1),  Module 4B: Post-Conflict Environmental Peacebuilding (Part 2),  Module 5: Course Wrap-up and Final Assignment (Week 8)"
"32",32,"The Korean Story: Secrets of an Economic Miracle","KDI School of Public Policy and Management,  SUNY,  Academy of Korean Studies,  Korea Women's Development Institute,  Seoul National University,  Korea Transport Institute (KOTI),  Columbia University,  Korea University,  KDI School of Public Policy and Management","https://sdgacademy.org/course/the-korean-story/","Agenda 2030, SDG8, SDG11","This course is forAdvanced undergraduates and graduate students<U+00A0>interested in the key concepts of nation-building, economic reform, governance and development.Government officials and bureaucrats<U+00A0>who want to understand more about South Korea<U+0092>s development story.Sustainable development practitioners<U+00A0><U+0096> as well as<U+00A0>private-sector actors, such as those who work in the financial sector <U+0096> who need to understand the economic models that support and depend on sustainable development, Advanced undergraduates and graduate student, s","What can the world learn from the South Korean development story?, What can the world learn from the South Korean development story?, Probe into what is known as, THE MIRACLE OF THE HAN RIVER, , HOW AND WHY THIS REFORM MOVEMENT WORKED, Understand the policies that shaped Korea's, HUMAN CAPITAL DEVELOPMENT, Leveraging, KOREA'S EXPERIENCE, The Korean Story discusses the socio-political and historical context that has shaped the economic growth of South Korea. It probes into how South Korea, post-WWII, was able to transform its economy within three decades to emerge as a leading innovation and technology center in the 21st century., It highlights South Korea’s current status in terms of human development indicators and the SDGs and offers insights on how other countries can achieve similar growth stories with structured reform and policy measures., The course features modules from eight leading Korean experts in economics, politics, education, health, gender empowerment, rural development, and transportation. The eminent thought-leader in economics and sustainable development, Prof. Jeffrey D. Sachs presents the introductory module about the Sustainable Development Goals (SDGs), while especially focusing on the Korean experience of setting goals and targets to achieve them., The Korean Story: Secrets of an Economic Miracle is developed and produced by the KDI School of Public Policy and Management, in partnership with the SDG Academy.,  Module 1: Introduction,  Module 2: The Korean Economic Miracle: Its Secrets & Lessons,  Module 3: Achievements of the Korean Rural Saemaul Movement,  Module 4: Health Policy and Universal Health Coverage,  Module 5: Accumulating Human Capital for Sustainable Development in Korea,  Module 6: The Role of Women in Korean Development,  Module 7: Trade, Industry, and Competition,  Module 8: Building an IT Economy: The Korean Experience,  Module 9: Environment and Global Considerations,  Module 10: Transport Infrastructure and Economic Development,  Module 11: Politics of Making Development Sustainable in South Korea"
"33",33,"Transforming Our World: Achieving the SDGs","Columbia University","https://sdgacademy.org/course/transforming-our-world/","Agenda 2030, SDG13, SDG14, SDG15","This course is forAnyone new to the concept of the Sustainable Development Goals who wants to understand what they are, why they<U+0092>re important and how to achieve themGraduate students and advanced undergraduate students interested in the key concepts and practices of sustainabilityPolicymakers and sustainable development practitioners looking for a concise overview of the goals and their targetsPrivate-sector actors, such as those who work in corporate sustainability and responsibility or at universities <U+0096> who want their work to be more sustainable and align with global progress","What will it take to achieve the Sustainable Development Goals by 2030?, What will it take to achieve the Sustainable Development Goals by 2030?, What are the, Sustainable Development Goals?, How modern advancements and connectivity can help us , achieve the goals, Why should you care about the Sustainable Development Goals – as a corporation, as a university, as an individual?, , In this massive open online course, learn all about the 17 Sustainable Development Goals., In September 2015, the world’s leaders signed on to this new agenda, answering the call for a global vision of important social, economic and environmental needs to support the planet and its people in long-term prosperity and survival. The goals include a set of key areas of focus, as well as detailed targets to put our planet on track for this continuing sustainability through 2030 and beyond.,  Module 1: Getting to Know the Sustainable Development Goals,  Module 2: Sustainable Development Plans,  Module 3: Technology, Innovation, and the Sustainable Development Goals,  Module 4: Good Governance and the Sustainable Development Goals,  Module 5: Business and the Sustainable Development Goals,  Module 6: Universities and the Sustainable Development Goals"
"34",34,"Human Rights, Human Wrongs","Middlesex University,  Middlesex University","https://sdgacademy.org/course/human-rights-human-wrongs/","SDG5, SDG16, SDG6","This course is forGraduate students and advanced undergraduate students studying human rights, law, sustainable development, international relations and related fieldsHuman rights practitioners working on the ground who want to improve the efficacy of intervention programsLawyers and policymakers interested in the context of existing and past human rights legislation and the current issues at play in revising legislation or adapting new legislationPrivate-sector actors, such as those who work in corporate sustainability and responsibility, who are interested in labor rights, gender equality and moreSustainable development practitioners who want to understand human rights in the context of a range of issues, such as forced migration, Graduate students and advanced undergraduate students, Human rights practitioners, Lawyers and policymakers, Private-sector actors, Sustainable development practitioners, courses@sdgacademy.org","With complex legal protections and varying societal norms, how do we ensure rights for all?, With complex legal protections and varying societal norms, how do we ensure rights for all?, International agreements in place to support , marginalized groups, Gender, ethnicity and other factors that intersect – and interfere – with rights worldwide, , How global politics shape the conversation – and the law, , How new approaches to humanitarian assistance hurt and help, , From women to children to indigenous peoples, the rights of marginalized groups the world over are violated daily. These injustices affect not just these groups, but also the stability of our world – and our collective future., Join this massive open online course to learn about the establishment of human rights and their linkages to many other global issues in sustainable development. Using legal frameworks as the lens, the course explores the barriers that prevent rights from becoming reality in different societies.,  Module 1: Why Does the World Need Human Rights?,  Module 2: How Do International Legal Frameworks and Institutions Interact with the Development Agenda?,  Module 3: International Human Rights Frameworks and Marginal Groups,  Module 4: What are the Basic Underlying Frameworks for Social Inclusion?,  Module 5: Contested Rights and the Co-option of the Rights Discourse,  Module 6: Sites of Gendered Poverty and Inequality,  Module 7: Gendered Rights and Violence,  Module 8: The Nature of Social Exclusion: Minorities and Indigenous Peoples,  Module 9: Who Will Advocate for the Vulnerable at Their Most Vulnerable?,  Module 10: From Exclusion to Inclusion: Responding to Crisis and Conflict,  Module 11: New Directions: Rights and the SDGs"
"35",35,"Planetary Boundaries and Human Opportunities","Stockholm Resilience Centre,  Stellenbosch University,  Stockholm Resilience Centre,  Stockholm Resilience Centre,  Stockholm Resilience Centre,  Stockholm University,  Stockholm Resilience Centre,","https://sdgacademy.org/course/planetary-boundaries-human-opportunities/","SDG13, SDG14, SDG15, Agenda 2030, SDG9, SDG12","This course is forAnyone new to the concept of sustainable development who wants to understand the interplay between human actions and what the planet can supportGraduate students and advanced undergraduate students interested in the key concepts and practices of sustainability, environmental science, responsible consumption, and related topicsSustainable development practitioners <U+0096> as well as private-sector actors, such as those who work in corporate sustainability and responsibility <U+0096> who want a concise overview of the latest developments in the field","Can our planet continue to support the current scope of human activity?, Can our planet continue to support the current scope of human activity?, What is it and, why does it matter?, Understanding the social-ecological implications of, sustainability, The big three boundaries of , the planet, How do we move forward as a planet for, sustainability?, A thriving global society relies on the stability of the Earth and its resilience across oceans, forests, waterways, biodiversity, the atmosphere and more. So how do we shape sustainability at a global scale? The boundaries set by the planet’s natural resources, the resilience of those resources, and the human activities that impact sustainability all come into play., In this massive open online course, see the rapidly evolving trends in global environmental change and the responses aimed at slowing or eliminating these changes. Get an overview of what is seen by some scientists as our current geological epoch – the Anthropocene, or an age of global change driven most significantly by humans. Learn how unsustainable patterns of production, consumption, and population growth have challenge planetary resilience, all in support of human activity – and how our societies can develop in a just and safe way within the planet’s boundaries.,  Module 1: Introduction and the Big Picture,  Module 2: Welcome to the Anthropocene,  Module 3: Social-Ecological Systems and Resilience Thinking,  Module 4: Planetary Boundaries Framework – Part 1,  Module 5: Planetary Boundaries Framework – Part 2,  Module 6: Planetary Boundaries and Global Equity,  Module 7: Moving towards Global Sustainability within Biophysical and Social Boundaries,  Module 8: Conclusion"
"36",36,"Global Public Health","Public Health Foundation of India,  Chatham House,  Harvard University,  All India Institutes of Medical Sciences","https://sdgacademy.org/course/global-public-health/","SDG3, SDG5, SDG16, SDG4","This course is self-paced <U+0096> you can enroll immediately and complete the course materials at any time before August 31, 2022., This course is forGraduate students and advanced undergraduate students studying public health, international development, public policy, nursing and medicine and other fields who are interested in the key concepts and practices in global public healthHealthcare professionals and other practitioners who want to understand their work within the broader context of international policy and the concept of sustainable developmentSustainable development practitioners who want to understand the lifecycle of needs and support necessary to improve health globally, including those who work for international aid organizations and nonprofits in the realms of healthcare, poverty and nutrition, courses@sdgacademy.org","Understanding the value of health not just as a benefit or right of individuals, but as a global public need, Understanding the value of health not just as a benefit or right of individuals, but as a global public need, How our collective wellness has been impacted by globe-spanning factors, over the years, The emergence of high-tech solutions to improve access,, scalable treatments and more, The infrastructure and institutions that have shaped , the healthcare industry, What are the effects of a healthy individual on the world around them? Beyond the hereditary connections between parents and children or the implications of communicable diseases, public health has intrinsic value as a basic human right and in the context of social, economic and environmental factors., Global Public Health is a massive open online course all about the institutions, infrastructure and interplay of actors that constitute health not only in local communities, but also on a global scale. In this course, you’ll discover how health is influenced by environment, food systems, energy security, transport, trade and human migration. You’ll also learn health’s positive influence on other sectors, with investments in health shown to have a positive impact on economic development. This course will illuminate how health impacts and is essential to achieving poverty reduction, gender empowerment, universal education, conflict resolution and other Sustainable Development Goals.,  Module 1: Introduction to Public Health,  Module 2: Trends in Public Health,  Module 3: Infectious Disease,  Module 4: Maternal and Child Health,  Module 5: Non-Communicable Diseases – Part I,  Module 6: Non-Communicable Diseases – Part II,  Module 7: Health Systems – Part I,  Module 8: Health Systems – Part II,  Module 9: Environment and Health,  Module 10: Public Health in the 21st Century"
"37",37,"Climate Change Science & Negotiations","Columbia University,  European Climate Foundation","https://sdgacademy.org/course/climate-change-science-negotiations/","SDG13","This course is forGraduate students and advanced undergraduate students in the fields of sustainable development, environmental science, sustainable business, international relations, or related fields who are interested in the latest on climate changeClimate change activists who want a concise overview of the current issues shaping debate and actionSustainable development practitioners <U+0096> as well as private-sector actors, such as corporate sustainability and responsibility groups and those who work in the technology or energy industries <U+0096> who need to understand key issues and facts about climate change, including emissions targets and emerging regulations","Learn the science of climate change and how we can come together to stop it., Learn the science of climate change and how we can come together to stop it., , Energy balance, emissions and more, The role of nuclear power, electric vehicles and other technologies, , , What is this and why do we have it?, All about the process to regulate climate change and, climate action, The time to address climate change is now. The mean surface temperature of the Earth has risen dangerously and spurred devastating impacts – and not just on natural ecosystems worldwide, but on daily human life. We are currently on pace towards a temperature increase of 4°C or more this century, while scientists and policymakers propose targets of just 1-2°C to avoid the total destruction of the planet., In this massive open online course, learn solutions to mitigate the effects of the global greenhouse gas emissions causing temperature rise, and how to apply these solutions in different national contexts improvements., NOTE: This course was created before the 2015 United Nations Climate Change Conference – COP21 – in Paris. While the political situation has shifted rapidly, this course provides a solid overview of the science behind climate change., Climate Change Science and Negotiations is a single-semester course. Please ignore all references to a second semester.,  Module 1: Towards a New Climate Change Agreement,  Module 2: The Basics of Climate Change Science,  Module 3: The 2-Degree Limit,  Module 4: The 2-Degree Carbon Budget,  Module 5: The Deep Decarbonization of Energy Systems,  Module 6: The Key Technological Challenges of Deep Decarbonization,  Module 7: Deep Decarbonization Pathways: Country Case Studies,  Module 8:  Energy & Development,  Module 9: Main Challenges of Climate Change Negotiations,  Module 10: Towards a New Climate Agreement Based on 2-Degrees Celsius"
