"","id","category"
"2137","91","Undergraduates"
"2138","91","20,455 (2019/20)[4]"
"2139","91","Postgraduates"
"2140","91","7,875 (2019/20)[4]"
"2141","91","Other students"
"2142","91","220 FE[5]"
"2143","91","Location"
"2144","91","Newcastle upon Tyne, Tyne and Wear, England.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}54°58'35""N 1°36'29""W<U+FEFF> / <U+FEFF>54.9764°N 1.6080°W<U+FEFF> / 54.9764; -1.6080Coordinates: 54°58'35""N 1°36'29""W<U+FEFF> / <U+FEFF>54.9764°N 1.6080°W<U+FEFF> / 54.9764; -1.6080"
"2145","91","Campus"
"2146","91","Urban and suburban"
"2147","91","Colours"
"2148","91","University: Black & white  
  
 
 
 
 
  
 
 
 
 
Northumbria Sport:  
  
 
  
 
 "
"2149","91","Sporting affiliations"
"2150","91","Northumbria Sport"
"2151","91","Website"
"2152","91","www.northumbria.ac.uk"
"2153","91","Complete (2022)[36]"
"2154","91","49"
"2155","91","Guardian (2022)[37]"
"2156","91","41"
"2157","91","Times / Sunday Times (2022)[38]"
"2158","91","57"
"2159","91","ARWU (2021)[39]"
"2160","91","901–1000"
"2161","91","QS (2022)[40]"
"2162","91","651-700"
"2163","91","THE (2022)[41]"
"2164","91","351-400"
"2165","91","Teaching Excellence Framework[42]"
"2166","91","Silver"
"2167","94","Founded"
"2168","94","1991"
"2169","94","Type"
"2170","94","Policy Institute"
"2171","94","Focus"
"2172","94","Sustainable water management"
"2173","94","Headquarters"
"2174","94","Stockholm, Sweden"
"2175","94","Area served "
"2176","94","Worldwide"
"2177","94","Method"
"2178","94","Research, Policy Support and Recommendations, Partnerships, Capacity Building, Conferences, Networks"
"2179","94","Executive Director"
"2180","94","Torgny Holmgren"
"2181","94","Website"
"2182","94","https://siwi.org"
"2183","95","Motto"
"2184","95","""Out there""[1]"
"2185","95","Type"
"2186","95","public land-grant research university"
"2187","95","Established"
"2188","95","1868; 154 years ago (1868)"
"2189","95","Accreditation"
"2190","95","NWCCU"
"2191","95","Academic affiliations"
"2192","95","Sea-grantSpace-grantSun-grant"
"2193","95","Endowment"
"2194","95","$819.6 million (2021)[2]"
"2195","95","Budget"
"2196","95","$1.1 billion[3]"
"2197","95","President"
"2198","95","Rebecca Johnson (interim)"
"2199","95","Provost"
"2200","95","Edward Feser"
"2201","95","Students"
"2202","95","31,719 (Fall 2019)[4]"
"2203","95","Undergraduates"
"2204","95","26,247 (Fall 2019)[4]"
"2205","95","Postgraduates"
"2206","95","4,852 (Fall 2019)[4]"
"2207","95","Other students"
"2208","95","620 (Fall 2019)[4]"
"2209","95","Location"
"2210","95","Corvallis, Oregon, United States.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}44°33'57""N 123°16'44""W<U+FEFF> / <U+FEFF>44.56583°N 123.27889°W<U+FEFF> / 44.56583; -123.27889Coordinates: 44°33'57""N 123°16'44""W<U+FEFF> / <U+FEFF>44.56583°N 123.27889°W<U+FEFF> / 44.56583; -123.27889"
"2211","95","Campus"
"2212","95","Small City,[5] 400 acres (160 ha)"
"2213","95","Newspaper"
"2214","95","The Daily Barometer"
"2215","95","Colors"
"2216","95","Beaver Orange, Paddletail Black, & Bucktooth White[6].mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}     "
"2217","95","Nickname"
"2218","95","Beavers"
"2219","95","Sporting affiliations"
"2220","95","NCAA Division I FBS – Pac-12"
"2221","95","Mascot"
"2222","95","Benny Beaver"
"2223","95","Website"
"2224","95","www.oregonstate.edu"
"2225","96","Type"
"2226","96","Intergovernmental organisation"
"2227","96","Focus"
"2228","96","Water management"
"2229","96","Location"
"2230","96","Stockholm, Sweden"
"2231","96","Area served "
"2232","96","Worldwide"
"2233","96","Key people"
"2234","96","Executive Secretary and CEO, Darío Soto-AbrilChair Howard Bamsey
Technical Committee Chair Dr Jerome Delli Priscoli"
"2235","96","Website"
"2236","96","gwp.org"
"2237","97","Founded"
"2238","97","1991"
"2239","97","Type"
"2240","97","Policy Institute"
"2241","97","Focus"
"2242","97","Sustainable water management"
"2243","97","Headquarters"
"2244","97","Stockholm, Sweden"
"2245","97","Area served "
"2246","97","Worldwide"
"2247","97","Method"
"2248","97","Research, Policy Support and Recommendations, Partnerships, Capacity Building, Conferences, Networks"
"2249","97","Executive Director"
"2250","97","Torgny Holmgren"
"2251","97","Website"
"2252","97","https://siwi.org"
"2253","98","Abbreviation"
"2254","98","ECE"
"2255","98","Formation"
"2256","98","28 March 1947; 74 years ago (1947-03-28)"
"2257","98","Type"
"2258","98","Primary Organ - Regional Branch"
"2259","98","Legal status"
"2260","98","Active"
"2261","98","Headquarters"
"2262","98","Geneva, Switzerland"
"2263","98","Head"
"2264","98","Executive Secretary of the United Nations Economic Commission for Europe  Olga Algayerova"
"2265","98","Parent organization"
"2266","98","United Nations Economic and Social Council"
"2267","98","Website"
"2268","98","unece.org "
"2269","98","Language"
"2270","98","English"
"2271","98","History"
"2272","98","1982-2007"
"2273","98","Publisher"
"2274","98","IOS Press (Netherlands)"
"2275","98","ISO 4"
"2276","98","Stat. J. U. N. Econ. Comm. Eur."
"2277","98","CODEN"
"2278","98","SJUED4"
"2279","98","ISSN"
"2280","98","0167-8000"
"2281","98","LCCN"
"2282","98","84642632"
"2283","98","OCLC no."
"2284","98","900948641"
"2285","99","Type"
"2286","99","Fund"
"2287","99","Focus"
"2288","99","Environment"
"2289","99","Location"
"2290","99","Washington, District of Columbia, United States of America"
"2291","99","Area served "
"2292","99","Worldwide"
"2293","99","Key people"
"2294","99","Carlos Manuel Rodriguez, CEO and Chairperson"
"2295","99","Website"
"2296","99","www.thegef.org"
"2297","100","Other name"
"2298","100","The Chancellor, Masters and Scholars of the University of Oxford[1]"
"2299","100","Motto"
"2300","100","Latin: Dominus illuminatio mea"
"2301","100","Motto in English"
"2302","100","The Lord is my light"
"2303","100","Type"
"2304","100","Public research university
Ancient university"
"2305","100","Established"
"2306","100","c. 1096; 926 years ago (1096)[2]"
"2307","100","Academic affiliations"
"2308","100","IARURussell GroupEuropaeumEUAGolden TriangleG5LERUSESUniversities UK"
"2309","100","Endowment"
"2310","100","£6.1 billion (including colleges) (2019)[3]"
"2311","100","Budget"
"2312","100","£2.145 billion (2019–20)[3]"
"2313","100","Chancellor"
"2314","100","The Lord Patten of Barnes"
"2315","100","Vice-Chancellor"
"2316","100","Louise Richardson[4][5]"
"2317","100","Academic staff"
"2318","100","6,995 (2020)[6]"
"2319","100","Students"
"2320","100","24,515 (2019)[7]"
"2321","100","Undergraduates"
"2322","100","11,955"
"2323","100","Postgraduates"
"2324","100","12,010"
"2325","100","Other students"
"2326","100","541 (2017)[8]"
"2327","100","Location"
"2328","100","Oxford, England.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°45'18""N 01°15'18""W<U+FEFF> / <U+FEFF>51.75500°N 1.25500°W<U+FEFF> / 51.75500; -1.25500Coordinates: 51°45'18""N 01°15'18""W<U+FEFF> / <U+FEFF>51.75500°N 1.25500°W<U+FEFF> / 51.75500; -1.25500"
"2329","100","Campus"
"2330","100","University town"
"2331","100","Colours"
"2332","100",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}  Oxford Blue[9]"
"2333","100","Sporting affiliations"
"2334","100","The Sporting Blue"
"2335","100","Website"
"2336","100","ox.ac.uk"
"2337","100","Complete (2022)[158]"
"2338","100","1"
"2339","100","Guardian (2022)[159]"
"2340","100","1"
"2341","100","Times / Sunday Times (2022)[160]"
"2342","100","2"
"2343","100","ARWU (2021)[161]"
"2344","100","7"
"2345","100","CWTS Leiden (2021)[162]"
"2346","100","20"
"2347","100","QS (2022)[163]"
"2348","100","2"
"2349","100","THE (2022)[164]"
"2350","100","1"
"2351","100","Teaching Excellence Framework[165]"
"2352","100","Gold"
"2353","101","Abbreviation"
"2354","101","UN Environment 
UNEP"
"2355","101","Formation"
"2356","101","5 June 1972; 49 years ago (1972-06-05)"
"2357","101","Type"
"2358","101","Programme"
"2359","101","Legal status"
"2360","101","Active"
"2361","101","Headquarters"
"2362","101"," Nairobi,  Kenya"
"2363","101","Executive Director"
"2364","101","Inger Andersen since 2019  Denmark"
"2365","101","Parent organization"
"2366","101","United Nations"
"2367","101","Website"
"2368","101","www.unep.org/"
"2369","102","Abbreviation"
"2370","102","UN Environment 
UNEP"
"2371","102","Formation"
"2372","102","5 June 1972; 49 years ago (1972-06-05)"
"2373","102","Type"
"2374","102","Programme"
"2375","102","Legal status"
"2376","102","Active"
"2377","102","Headquarters"
"2378","102"," Nairobi,  Kenya"
"2379","102","Executive Director"
"2380","102","Inger Andersen since 2019  Denmark"
"2381","102","Parent organization"
"2382","102","United Nations"
"2383","102","Website"
"2384","102","www.unep.org/"
"2385","103","Abbreviation"
"2386","103","UN Environment 
UNEP"
"2387","103","Formation"
"2388","103","5 June 1972; 49 years ago (1972-06-05)"
"2389","103","Type"
"2390","103","Programme"
"2391","103","Legal status"
"2392","103","Active"
"2393","103","Headquarters"
"2394","103"," Nairobi,  Kenya"
"2395","103","Executive Director"
"2396","103","Inger Andersen since 2019  Denmark"
"2397","103","Parent organization"
"2398","103","United Nations"
"2399","103","Website"
"2400","103","www.unep.org/"
"2401","104","Abbreviation"
"2402","104","Brookings"
"2403","104","Formation"
"2404","104","1916; 106 years ago (1916)"
"2405","104","Type"
"2406","104","Public policy think tank"
"2407","104","Tax ID no. "
"2408","104","53-0196577"
"2409","104","Headquarters"
"2410","104","1775 Massachusetts Avenue NW"
"2411","104","Location"
"2412","104","Washington, D.C., U.S."
"2413","104","Coordinates"
"2414","104",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2415","104","President"
"2416","104","John R. Allen"
"2417","104","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2418","104","$86.28 million[1]"
"2419","104","Expenses (2020)"
"2420","104","$93.372 million[1]"
"2421","104","Endowment"
"2422","104","$355.2 million (2020)[2]"
"2423","104","Website"
"2424","104","Official website"
"2425","104","Formerly called"
"2426","104","Institute for Government Research"
"2427","105","Other name"
"2428","105","The Chancellor, Masters and Scholars of the University of Oxford[1]"
"2429","105","Motto"
"2430","105","Latin: Dominus illuminatio mea"
"2431","105","Motto in English"
"2432","105","The Lord is my light"
"2433","105","Type"
"2434","105","Public research university
Ancient university"
"2435","105","Established"
"2436","105","c. 1096; 926 years ago (1096)[2]"
"2437","105","Academic affiliations"
"2438","105","IARURussell GroupEuropaeumEUAGolden TriangleG5LERUSESUniversities UK"
"2439","105","Endowment"
"2440","105","£6.1 billion (including colleges) (2019)[3]"
"2441","105","Budget"
"2442","105","£2.145 billion (2019–20)[3]"
"2443","105","Chancellor"
"2444","105","The Lord Patten of Barnes"
"2445","105","Vice-Chancellor"
"2446","105","Louise Richardson[4][5]"
"2447","105","Academic staff"
"2448","105","6,995 (2020)[6]"
"2449","105","Students"
"2450","105","24,515 (2019)[7]"
"2451","105","Undergraduates"
"2452","105","11,955"
"2453","105","Postgraduates"
"2454","105","12,010"
"2455","105","Other students"
"2456","105","541 (2017)[8]"
"2457","105","Location"
"2458","105","Oxford, England.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°45'18""N 01°15'18""W<U+FEFF> / <U+FEFF>51.75500°N 1.25500°W<U+FEFF> / 51.75500; -1.25500Coordinates: 51°45'18""N 01°15'18""W<U+FEFF> / <U+FEFF>51.75500°N 1.25500°W<U+FEFF> / 51.75500; -1.25500"
"2459","105","Campus"
"2460","105","University town"
"2461","105","Colours"
"2462","105",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}  Oxford Blue[9]"
"2463","105","Sporting affiliations"
"2464","105","The Sporting Blue"
"2465","105","Website"
"2466","105","ox.ac.uk"
"2467","105","Complete (2022)[158]"
"2468","105","1"
"2469","105","Guardian (2022)[159]"
"2470","105","1"
"2471","105","Times / Sunday Times (2022)[160]"
"2472","105","2"
"2473","105","ARWU (2021)[161]"
"2474","105","7"
"2475","105","CWTS Leiden (2021)[162]"
"2476","105","20"
"2477","105","QS (2022)[163]"
"2478","105","2"
"2479","105","THE (2022)[164]"
"2480","105","1"
"2481","105","Teaching Excellence Framework[165]"
"2482","105","Gold"
"2483","106","Abbreviation"
"2484","106","Brookings"
"2485","106","Formation"
"2486","106","1916; 106 years ago (1916)"
"2487","106","Type"
"2488","106","Public policy think tank"
"2489","106","Tax ID no. "
"2490","106","53-0196577"
"2491","106","Headquarters"
"2492","106","1775 Massachusetts Avenue NW"
"2493","106","Location"
"2494","106","Washington, D.C., U.S."
"2495","106","Coordinates"
"2496","106",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2497","106","President"
"2498","106","John R. Allen"
"2499","106","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2500","106","$86.28 million[1]"
"2501","106","Expenses (2020)"
"2502","106","$93.372 million[1]"
"2503","106","Endowment"
"2504","106","$355.2 million (2020)[2]"
"2505","106","Website"
"2506","106","Official website"
"2507","106","Formerly called"
"2508","106","Institute for Government Research"
"2509","107","Abbreviation"
"2510","107","Brookings"
"2511","107","Formation"
"2512","107","1916; 106 years ago (1916)"
"2513","107","Type"
"2514","107","Public policy think tank"
"2515","107","Tax ID no. "
"2516","107","53-0196577"
"2517","107","Headquarters"
"2518","107","1775 Massachusetts Avenue NW"
"2519","107","Location"
"2520","107","Washington, D.C., U.S."
"2521","107","Coordinates"
"2522","107",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2523","107","President"
"2524","107","John R. Allen"
"2525","107","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2526","107","$86.28 million[1]"
"2527","107","Expenses (2020)"
"2528","107","$93.372 million[1]"
"2529","107","Endowment"
"2530","107","$355.2 million (2020)[2]"
"2531","107","Website"
"2532","107","Official website"
"2533","107","Formerly called"
"2534","107","Institute for Government Research"
"2535","108","Abbreviation"
"2536","108","Brookings"
"2537","108","Formation"
"2538","108","1916; 106 years ago (1916)"
"2539","108","Type"
"2540","108","Public policy think tank"
"2541","108","Tax ID no. "
"2542","108","53-0196577"
"2543","108","Headquarters"
"2544","108","1775 Massachusetts Avenue NW"
"2545","108","Location"
"2546","108","Washington, D.C., U.S."
"2547","108","Coordinates"
"2548","108",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2549","108","President"
"2550","108","John R. Allen"
"2551","108","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2552","108","$86.28 million[1]"
"2553","108","Expenses (2020)"
"2554","108","$93.372 million[1]"
"2555","108","Endowment"
"2556","108","$355.2 million (2020)[2]"
"2557","108","Website"
"2558","108","Official website"
"2559","108","Formerly called"
"2560","108","Institute for Government Research"
"2561","109","Formation"
"2562","109","July 1944; 77 years ago (1944-07)"
"2563","109","Type"
"2564","109","International Financial Organization"
"2565","109","Legal status"
"2566","109","Treaty"
"2567","109","Headquarters"
"2568","109","1818 H Street NW, Washington, D.C., U.S.[1]"
"2569","109","Membership  "
"2570","109","189 countries (IBRD)[2]174 countries (IDA)[2]"
"2571","109","Key people"
"2572","109","David Malpass (President)[3]Anshula Kant (MD and CFO)Carmen Reinhart(Chief Economist, 15 June 2020)[4]"
"2573","109","Parent organization"
"2574","109","World Bank Group"
"2575","109","Website"
"2576","109","www.worldbank.org"
"2577","110","Motto"
"2578","110","Latin: Rerum cognoscere causas"
"2579","110","Motto in English"
"2580","110","To understand the causes of things"
"2581","110","Type"
"2582","110","Public research university"
"2583","110","Established"
"2584","110","1895"
"2585","110","Endowment"
"2586","110","£240.8 million (2021)[1]"
"2587","110","Budget"
"2588","110","£391.1 million (2020–21)[1]"
"2589","110","Chairman"
"2590","110","Dame Shirley Pearce"
"2591","110","Chancellor"
"2592","110","The Princess Royal(as Chancellor of the University of London)"
"2593","110","Director"
"2594","110","The Baroness Shafik"
"2595","110","Visitor"
"2596","110","Jacob Rees-Mogg(as Lord President of the Council ex officio)"
"2597","110","Academic staff"
"2598","110","1,780 (2020)[2]"
"2599","110","Administrative staff"
"2600","110","2,515 (2018/19)[3]"
"2601","110","Students"
"2602","110","12,050 (2019/20)[4]"
"2603","110","Undergraduates"
"2604","110","5,160 (2019/20)[4]"
"2605","110","Postgraduates"
"2606","110","6,895 (2019/20)[4]"
"2607","110","Location"
"2608","110","London, United Kingdom.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°30'50""N 0°07'00""W<U+FEFF> / <U+FEFF>51.51389°N 0.11667°W<U+FEFF> / 51.51389; -0.11667Coordinates: 51°30'50""N 0°07'00""W<U+FEFF> / <U+FEFF>51.51389°N 0.11667°W<U+FEFF> / 51.51389; -0.11667"
"2609","110","Campus"
"2610","110","Urban"
"2611","110","Newspaper"
"2612","110","The Beaver"
"2613","110","Printing house"
"2614","110","LSE Press[5]"
"2615","110","Colours"
"2616","110","Purple, black and gold[6] 
  
 
 
 
  
 
 
 
 "
"2617","110","Affiliations"
"2618","110","ACUCEMSEUAG5Russell GroupUniversity of LondonUniversities UKGolden Triangle"
"2619","110","Mascot"
"2620","110","Beaver"
"2621","110","Website"
"2622","110","lse.ac.uk"
"2623","110","Complete (2022)[164]"
"2624","110","3"
"2625","110","Guardian (2022)[165]"
"2626","110","4"
"2627","110","Times / Sunday Times (2022)[166]"
"2628","110","5"
"2629","110","ARWU (2021)[167]"
"2630","110","151–200"
"2631","110","CWTS Leiden (2021)[168]"
"2632","110","30"
"2633","110","QS (2022)[169]"
"2634","110","49"
"2635","110","THE (2022)[170]"
"2636","110","27"
"2637","110","Teaching Excellence Framework[171]"
"2638","110","Bronze"
"2639","111","Former names"
"2640","111","South African College"
"2641","111","Motto"
"2642","111","Spes Bona"
"2643","111","Motto in English"
"2644","111","Good Hope"
"2645","111","Type"
"2646","111","Public"
"2647","111","Established"
"2648","111","1 October 1829; 192 years ago (1829-10-01)"
"2649","111","Academic affiliations"
"2650","111","
AAU
ACU
CHEC
HESA
IARU
IAU
WUN"
"2651","111","Endowment"
"2652","111","ZAR 11.8 billion [1](US$ 901 million)[2]"
"2653","111","Chancellor"
"2654","111","Precious Moloi-Motsepe"
"2655","111","Vice-Chancellor"
"2656","111","Mamokgethi Phakeng"
"2657","111","Academic staff"
"2658","111","1,208[3]"
"2659","111","Administrative staff"
"2660","111","3,179"
"2661","111","Students"
"2662","111","28,703[4]"
"2663","111","Undergraduates"
"2664","111","17,217[4]"
"2665","111","Postgraduates"
"2666","111","10,511[4]"
"2667","111","Location"
"2668","111","Cape Town, Western Cape, South Africa.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}33°57'27""S 18°27'38""E<U+FEFF> / <U+FEFF>33.95750°S 18.46056°E<U+FEFF> / -33.95750; 18.46056Coordinates: 33°57'27""S 18°27'38""E<U+FEFF> / <U+FEFF>33.95750°S 18.46056°E<U+FEFF> / -33.95750; 18.46056"
"2669","111","Campus"
"2670","111","4 suburban and 2 urban campuses"
"2671","111","Colours"
"2672","111",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}        Light blue, dark blue, black, white"
"2673","111","Nickname"
"2674","111","Ikeys"
"2675","111","Mascot"
"2676","111","Tiger"
"2677","111","Website"
"2678","111","www.uct.ac.za"
"2679","111","ARWU World[67]"
"2680","111","201-300 (2020)"
"2681","111","CWUR World[68]"
"2682","111","268 (2020-2021)"
"2683","111","CWTS World[69]"
"2684","111","399 (2020)"
"2685","111","QS World[70]"
"2686","111","220 (2021)"
"2687","111","THE World[71]"
"2688","111","=155 (2021)"
"2689","111","USNWR Global[72]"
"2690","111","=103 (2021)"
"2691","111","QS BRICS[73]"
"2692","111","22 (2019)"
"2693","111","THE Africa[74]"
"2694","111","1 (2021)"
"2695","111","THE BRICS[75]"
"2696","111","10 (2020)"
"2697","111","USNWR Africa[76]"
"2698","111","1 (2021)"
"2699","112","Abbreviation"
"2700","112","Brookings"
"2701","112","Formation"
"2702","112","1916; 106 years ago (1916)"
"2703","112","Type"
"2704","112","Public policy think tank"
"2705","112","Tax ID no. "
"2706","112","53-0196577"
"2707","112","Headquarters"
"2708","112","1775 Massachusetts Avenue NW"
"2709","112","Location"
"2710","112","Washington, D.C., U.S."
"2711","112","Coordinates"
"2712","112",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2713","112","President"
"2714","112","John R. Allen"
"2715","112","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2716","112","$86.28 million[1]"
"2717","112","Expenses (2020)"
"2718","112","$93.372 million[1]"
"2719","112","Endowment"
"2720","112","$355.2 million (2020)[2]"
"2721","112","Website"
"2722","112","Official website"
"2723","112","Formerly called"
"2724","112","Institute for Government Research"
"2725","113","Abbreviation"
"2726","113","Brookings"
"2727","113","Formation"
"2728","113","1916; 106 years ago (1916)"
"2729","113","Type"
"2730","113","Public policy think tank"
"2731","113","Tax ID no. "
"2732","113","53-0196577"
"2733","113","Headquarters"
"2734","113","1775 Massachusetts Avenue NW"
"2735","113","Location"
"2736","113","Washington, D.C., U.S."
"2737","113","Coordinates"
"2738","113",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2739","113","President"
"2740","113","John R. Allen"
"2741","113","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2742","113","$86.28 million[1]"
"2743","113","Expenses (2020)"
"2744","113","$93.372 million[1]"
"2745","113","Endowment"
"2746","113","$355.2 million (2020)[2]"
"2747","113","Website"
"2748","113","Official website"
"2749","113","Formerly called"
"2750","113","Institute for Government Research"
"2751","114","Abbreviation"
"2752","114","UNDP"
"2753","114","Formation"
"2754","114","22 November 1965"
"2755","114","Type"
"2756","114","Programme"
"2757","114","Legal status"
"2758","114","Active"
"2759","114","Headquarters"
"2760","114","New York City(International territory)"
"2761","114","Head"
"2762","114","Achim Steiner[1]"
"2763","114","Parent organization"
"2764","114","ECOSOC[2]"
"2765","114","Website"
"2766","114","www.undp.org"
"2767","115","Abbreviation"
"2768","115","Brookings"
"2769","115","Formation"
"2770","115","1916; 106 years ago (1916)"
"2771","115","Type"
"2772","115","Public policy think tank"
"2773","115","Tax ID no. "
"2774","115","53-0196577"
"2775","115","Headquarters"
"2776","115","1775 Massachusetts Avenue NW"
"2777","115","Location"
"2778","115","Washington, D.C., U.S."
"2779","115","Coordinates"
"2780","115",".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083Coordinates: 38°54'33""N 77°02'27""W<U+FEFF> / <U+FEFF>38.90917°N 77.04083°W<U+FEFF> / 38.90917; -77.04083"
"2781","115","President"
"2782","115","John R. Allen"
"2783","115","Revenue .mw-parser-output .nobold{font-weight:normal}(2020) "
"2784","115","$86.28 million[1]"
"2785","115","Expenses (2020)"
"2786","115","$93.372 million[1]"
"2787","115","Endowment"
"2788","115","$355.2 million (2020)[2]"
"2789","115","Website"
"2790","115","Official website"
"2791","115","Formerly called"
"2792","115","Institute for Government Research"
"2793","116","Abbreviation"
