id,titles,category,description,major_categ
moreover  e learning platform can  used  individuals  functioning difficulties excerpts   texts  presented   screen  allow trainees  follow  dialogue easily 
upon successful completion   e learning https elearning unescwa org  learner  receive  certificate 
certified individuals   eligible  enroll  national  regional workshops based   gender statistics curriculum organized  certified focal points successful trainees   awarded  additional certificate 
achievement 
											
							download syllabus
							
									  united nations economic  social commission  western asia un escwa  pleased  present  first e learning software  part   integrated toolkit  gender statistics   arabic language u 00a0  gender statistics toolkit developed   statistics division  un escwa includes two tools u 0095 e learning  gender statistics u 0095  gender statistics curriculum  gender statistics e learning software https elearning unescwa org   user friendly e learning programme  utilizes  variety  methods  stimulate trainees interest   curriculum  addresses gender issues  priorities  gender statistics curriculum includes  following five modules 
 u 0095 gender concepts  issues
 u 0095  importance  gender statistics
 u 0095  conceptual frame  gender statistics analysis
 u 0095 measurements  gender statistics
 u 0095 presenting gender statistics  five modules present concepts  practical examples  animated dialogues among  diverse group  characters   sexes  elaborate   understand gender concepts  issues various u 00a0 methods  employed   including clips  arabic movies animation  popular folkloric story   colored cartoon along  hands  exercises   module  deal  statistics  indicators infographic presentations  used  convey messages  charts 
images  women men children  elderly reflecting diversity  culture   harmonious  consistent blend  animation  color  maintain consistency   different types  presentations used   programme colors    screens  harmonized using  flat design moreover  e learning platform can  used  individuals  functioning difficulties excerpts   texts  presented   screen  allow trainees  follow  dialogue easily upon successful completion   e learning https elearning unescwa org  learner  receive  certificate 
certified individuals   eligible  enroll  national  regional workshops based   gender statistics curriculum organized  certified focal points successful trainees   awarded  additional certificate 
achievement 
					target audience
					 gender statistics curriculum   tools aims  enhance knowledge  statistics  general   gender statistics  particular  build  capacities   national statistical offices including  national statistical systems   broad range  data providers  users including policymakers media nongovernmental organizations  researchers  national  international agencies 
				  gender statistics curriculum   tools aims  enhance knowledge  statistics  general   gender statistics  particular  build  capacities   national statistical offices including  national statistical systems   broad range  data providers  users including policymakers media nongovernmental organizations  researchers  national  international agencies 
					learning objectives
					 e learning  gender statistics aims  enhance  capacities   concerned  producing  using statistics  general  gender statistics  particular  understand issues  gender learn   link gender issues  gender indicators calculate gender indicators    visualize  present indicators   aim  providing accurate monitoring  progress towards gender equality   empowerment  women 
				  e learning  gender statistics aims  enhance  capacities   concerned  producing  using statistics  general  gender statistics  particular  understand issues  gender learn   link gender issues  gender indicators calculate gender indicators    visualize  present indicators   aim  providing accurate monitoring  progress towards gender equality   empowerment  women ",4
228,ensuring women s legal rights to land ownership and/or control,reflexivity and adaptation," course focuses  sdg indicator 5  2  assesses women s equal rights  land ownership   control  course describes  indicator explains  rationale  provides countries  step  step guidance  conducting  assessment 
 course consists  8 lessons ranging  approximately 10  35 minutes duration  
lesson 1 introduction
lesson 2 identifying data sources
lesson 3 assessing proxy 
lesson 4 assessing proxy b
lesson 5 assessing proxy c
lesson 6 assessing proxy d
lesson 7 assessing proxy e
lesson 8 assessing proxy f
watch  video  find   https youtu  ubnwoffwrfw
											
							download syllabus
							
									  course focuses  sdg indicator 5  2  assesses women s equal rights  land ownership   control  course describes  indicator explains  rationale  provides countries  step  step guidance  conducting  assessment  course consists  8 lessons ranging  approximately 10  35 minutes duration  watch  video  find   https youtu  ubnwoffwrfw 
					target audience
					 course  primarily intended  professionals  play  role   data collection analysis  reporting  sdg indicator 5  2  well   people   interest   process 
				  course  primarily intended  professionals  play  role   data collection analysis  reporting  sdg indicator 5  2  well   people   interest   process 
					learning objectives
					  learn  
importance  rationale  target 5    2030 agenda  sustainable development
 sdg indicator 5  2 can help monitoring target 5 
reporting process  sdg indicator 5  2
main steps   methodology    national legal expert  perform  sdg indicator 5  2 assessment process
   learn  ",4
229,unece gender statistics toolkit,reflexivity and adaptation," resource provides   tools required  developing  delivering training  gender statistics  purpose   toolkit   support statistical system efforts  increase  understanding  use  gender statistics among government officials  development practitioners 
 toolkit supplies substantive content  use  training workshops including user friendly descriptions  key concepts  real world examples hands  exercises summary handouts  powerpoint presentations  toolkit also offers practical guidance  running  successful workshop  gender statistics complete  step  step planning advice   sample workshop agenda 
 toolkit consists  six thematic modules 

basic skills  gender statistics
measuring  population
measuring work  economic activity
education  training
health
power  decision making  society

 toolkit  available  english  russian  toolkit  developed primarily  countries  eastern europe caucasus  central asia   materials may  downloaded  adapted  use   country 
 learning package  available   public   unece website  includes pdf  powerpoint materials 
									  resource provides   tools required  developing  delivering training  gender statistics  purpose   toolkit   support statistical system efforts  increase  understanding  use  gender statistics among government officials  development practitioners  toolkit supplies substantive content  use  training workshops including user friendly descriptions  key concepts  real world examples hands  exercises summary handouts  powerpoint presentations  toolkit also offers practical guidance  running  successful workshop  gender statistics complete  step  step planning advice   sample workshop agenda  toolkit consists  six thematic modules  toolkit  available  english  russian  toolkit  developed primarily  countries  eastern europe caucasus  central asia   materials may  downloaded  adapted  use   country  learning package  available   public   unece website  includes pdf  powerpoint materials 
					target audience
					 toolkit supports gender focal points   individuals delivering training  gender statistics  toolkit can  used  train  range  audiences including 
statisticians  staff  national statistical offices
data producers  across  national statistical system e g ministry  health education finance 
government officials
politicians    advisors
users  statistics  civil society
academics  researchers
journalists
school  university students
  toolkit supports gender focal points   individuals delivering training  gender statistics  toolkit can  used  train  range  audiences including 
					learning objectives
					 main objective   toolkit   provide facilitators  training  gender statistics  
practical guidance  planning  delivering  training workshop  gender statistics
short straight forward descriptions  real world examples  key concepts related  gender statistics
hands  exercises  use  training workshops
ready made handouts summarizing key points
powerpoint presentations  use  training workshops
 main objectives  toolkit based training  gender statistics  vary according  target audience needs  may include 
increase awareness  understanding  gender statistics
encourage use  gender statistics  policies  programmes
increase capacity  produce  use gender statistics
share national experiences  good practices  producing gender statistics
identify priority areas  future work
  main objective   toolkit   provide facilitators  training  gender statistics   main objectives  toolkit based training  gender statistics  vary according  target audience needs  may include ",4
230,e-training on the framework for development of environmental statistics (fdes),reflexivity and adaptation," e training  organized  7 sessions   end   session one  two papers  chapters serve   reading assignment  two  three questions  prepared   purpose  review    learnt   completion   7 sessions  final assessment  conducted   two  three hours  evaluate  level  technical knowledge  skills   gained   e learning 
content   training 
 u 00a0 session 0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 opening session 
session 1 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 overview  environmental statistics 
session 2 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 conceptual foundation  structure   fdes linking  fdes   sdgs 
session 3 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 1 environmental conditions  quality 
session 4 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 2 environmental resources   use 
session 5 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 3 residuals
session 6 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 4 extreme events  disasters fdes component 5 human settlements  environmental health 
session 7 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 6 environnemental protection management  engagement manual   basic set  environment statistics  environment statistics self assessment tool
 u 00a0 
 u 00a0 
									  e training  organized  7 sessions   end   session one  two papers  chapters serve   reading assignment  two  three questions  prepared   purpose  review    learnt   completion   7 sessions  final assessment  conducted   two  three hours  evaluate  level  technical knowledge  skills   gained   e learning content   training u 00a0 session 0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 opening session session 1 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 overview  environmental statistics session 2 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 conceptual foundation  structure   fdes linking  fdes   sdgs session 3 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 1 environmental conditions  quality session 4 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 2 environmental resources   use session 5 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 3 residuals session 6 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 4 extreme events  disasters fdes component 5 human settlements  environmental health session 7 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 u 00a0 fdes component 6 environnemental protection management  engagement manual   basic set  environment statistics  environment statistics self assessment tool u 00a0 u 00a0 
					target audience
					staff  national statistical offices  ministry  environment
				 staff  national statistical offices  ministry  environment 
					learning objectives
					 awareness   importance   environment statistics  enhanced  good understanding   fdes  increased 
 technical capacity   primary target group  e national statistical office  ministry  environment  produce environment statistics based   fdes  built  
",4
231,sdg indicator 2.1.2 - using the food insecurity experience scale (fies),reflexivity and adaptation,"  context  reporting   sdg indicator 2 1 2  course introduces  food insecurity experience scale fies  explains   can  used  measure food security  course provides guidance   collection  analysis  data     information provided   fies can  used  inform  guide policy 
 course consists  five lessons ranging  approximately 25  60 minutes duration  
lesson 1 introduction   food insecurity experience scale
lesson 2 including  fies   survey
lesson 3 statistical validation  fies data
lesson 4 using fies data  calculate food insecurity prevalence rates
lesson 5 using  fies  make  difference presentation  communication  results
watch  video  find   https youtu  yuvikxej 1s
											
							download syllabus
							
									   context  reporting   sdg indicator 2 1 2  course introduces  food insecurity experience scale fies  explains   can  used  measure food security  course provides guidance   collection  analysis  data     information provided   fies can  used  inform  guide policy  course consists  five lessons ranging  approximately 25  60 minutes duration  watch  video  find   https youtu  yuvikxej 1s 
					target audience
					 target audience   course includes 
data analysts responsible  working  data  report  sdg indicator 2 1 2
national statistics officers responsible  planning  implementing data collection  reporting  sdg indicator 2 1 2
director level staff responsible  reporting   sdg indicator
policy makers  may use  reported data  inform decisions
  target audience   course includes 
					learning objectives
					  learn  
experience based food security measurement   role   sdgs
 fies can  included   module within  range  national level surveys
basic statistical concepts upon   fies  based especially  rasch model 
interpretation  rasch model outputs  use  fao excel template
effective communication  results  different audiences
   learn  ",4
232,poverty statistics for sdgs,reflexivity and adaptation," e learning course introduces fundamental knowledge  poverty statistics   help understand   compile  monitor sustainable development goals sdgs indicators related  poverty  course comprises five lessons  lesson comprise 40 slides   explanations lesson 1 contains  definitions  rationales  poverty statistics lesson 2 shows  framework  indicators related  poverty lesson 3 depicts  specific methodology    measure poverty lesson 4 shows specific targets  indicators related  poverty  last lesson 5 exemplifies best practices   much    tackling poverty   globe 
									  e learning course introduces fundamental knowledge  poverty statistics   help understand   compile  monitor sustainable development goals sdgs indicators related  poverty  course comprises five lessons  lesson comprise 40 slides   explanations lesson 1 contains  definitions  rationales  poverty statistics lesson 2 shows  framework  indicators related  poverty lesson 3 depicts  specific methodology    measure poverty lesson 4 shows specific targets  indicators related  poverty  last lesson 5 exemplifies best practices   much    tackling poverty   globe ",4
233,survey skills development course,reflexivity and adaptation," course  adapted   survey skills development course offered   statistics canada  national school  statistical sciences ence   brazilian institute  geography  statistics ibge plans organizes  implements  course annually  first course  offered  1997    700 people  certified  content encompasses concepts methods planning  implementation stages   household sample survey  methodology includes expositive classes  wells  laboratory practices  develop capacity  producing analyzing  disseminating statistical data planning starts   choice   client  proposes  survey theme ence evaluates  relevance   theme  society   innovation potential   learning experience  client must   non profit public organization four   six weeks   course  turned   development   survey project one week  dedicated  fieldwork   last one  data processing  analysis class  split  five thematic groups survey theme questionnaire design fieldwork planning sample design data processing system  end   course culminates   delivery   final report   made public  ence s website course teaching  monitoring  done  ibge s employees   considered  reference   five areas   survey project 
									  course  adapted   survey skills development course offered   statistics canada  national school  statistical sciences ence   brazilian institute  geography  statistics ibge plans organizes  implements  course annually  first course  offered  1997    700 people  certified  content encompasses concepts methods planning  implementation stages   household sample survey  methodology includes expositive classes  wells  laboratory practices  develop capacity  producing analyzing  disseminating statistical data planning starts   choice   client  proposes  survey theme ence evaluates  relevance   theme  society   innovation potential   learning experience  client must   non profit public organization four   six weeks   course  turned   development   survey project one week  dedicated  fieldwork   last one  data processing  analysis class  split  five thematic groups survey theme questionnaire design fieldwork planning sample design data processing system  end   course culminates   delivery   final report   made public  ence s website course teaching  monitoring  done  ibge s employees   considered  reference   five areas   survey project 
					target audience
					civil servants   statistical system graduate students  public institutions reserchers  professors  public institutions
				 civil servants   statistical system graduate students  public institutions reserchers  professors  public institutions 
					learning objectives
					know  main concepts methods  stages   planning  implementation   household sample survey learn      stages   survey network   professionals  experiencing team work notice  different work routines  connected   survey project 
				 know  main concepts methods  stages   planning  implementation   household sample survey learn      stages   survey network   professionals  experiencing team work notice  different work routines  connected   survey project ",4
234,fisheries and aquaculture statistics,reflexivity and adaptation," course  help  understand   compile  monitor sdg indicators  fisheries  aquaculture statistics  course comprises six lessons  lesson comprises slides   explanations  first lesson outlines  global strategy  improve agricultural  rural statistics  provides  framework  national  international statistical systems  produce   apply  basic data  information needed  guide policy  rural development  sustainable agricultural production lesson 2 introduces definition  small scale fisheries  aquaculture lesson 3 depicts indicators   sdg goal 14 based  statistics  small scale fisheries  aquaculture lesson 4 outlines international statistical classifications lesson 5 highlights  data collection  sampling design  last lesson focuses  information technology including remote sensing global positioning system  geographical information system 
									  course  help  understand   compile  monitor sdg indicators  fisheries  aquaculture statistics  course comprises six lessons  lesson comprises slides   explanations  first lesson outlines  global strategy  improve agricultural  rural statistics  provides  framework  national  international statistical systems  produce   apply  basic data  information needed  guide policy  rural development  sustainable agricultural production lesson 2 introduces definition  small scale fisheries  aquaculture lesson 3 depicts indicators   sdg goal 14 based  statistics  small scale fisheries  aquaculture lesson 4 outlines international statistical classifications lesson 5 highlights  data collection  sampling design  last lesson focuses  information technology including remote sensing global positioning system  geographical information system 
					target audience
					target  officials  provide  use fisheries  aquaculture statistics 
				 target  officials  provide  use fisheries  aquaculture statistics 
					learning objectives
					  end   course   expected  
know  securing sustainable small scale fisheries guidelines sdgs   relevant international instruments
sensitize  need  collection  reliable  accurate small scale fisheries  aquaculture statistics
understand  indicators  small scale fisheries  aquaculture
build  skills   use  data  support evidence based policy
   end   course   expected  ",4
235,international business alliance,democratic institutions," globalization  markets  characterized   aggressive competitive environment   development scenario  continuing  accelerated technological innovation  change  can generate disruptions anytime anywhere  main players   context    one hand  multinational enterprises mnes   evolving internationalization strategies     hand governments  enterprises  developing countries  aim  technological progress economic growth  social development  taking advantage  foreign direct investment   forms  association  mnes operations   sub contracting original equipment manufacturing oem participation  global supply chains  value chains gscs gvcs global manufacturing networks gmns joint ventures jvs   kinds  business alliances  training package  bring  understanding   strategies  behaviour  multinational companies   opportunities available  growth  internationalization   context     seize  take advantage   opportunities  move higher   supply  value chains 
											
							download syllabus
							
									  globalization  markets  characterized   aggressive competitive environment   development scenario  continuing  accelerated technological innovation  change  can generate disruptions anytime anywhere  main players   context    one hand  multinational enterprises mnes   evolving internationalization strategies     hand governments  enterprises  developing countries  aim  technological progress economic growth  social development  taking advantage  foreign direct investment   forms  association  mnes operations   sub contracting original equipment manufacturing oem participation  global supply chains  value chains gscs gvcs global manufacturing networks gmns joint ventures jvs   kinds  business alliances  training package  bring  understanding   strategies  behaviour  multinational companies   opportunities available  growth  internationalization   context     seize  take advantage   opportunities  move higher   supply  value chains 
					target audience
					smes investment promotion agencies  institutions  policy makers  developing countries
				 smes investment promotion agencies  institutions  policy makers  developing countries 
					learning objectives
					  end   course  
understand  global expansion  entry strategies  multinational enterprises
 able  characterize  different types  business alliances   features
understand  structure  clauses   articulation   joint venture agreement
gain knowledge  negotiation strategies  techniques  related cross cultural aspects
   end   course  ",3
236,labour productivity and income of small-scale food producers,reflexivity and adaptation," course   developed  support countries  computing  monitoring indicators 2 3 1  2 3 2   2030 sustainable development goals labour productivity  income  small scale food producers   facilitate  understanding   main concepts underpinning  methodology 
 course consists  five lessons ranging  approximately 15  30 minutes duration  
lesson 1 introduction   sdg indicators 2 3 1  2 3 2
lesson 2 identifying small scale food producers
lesson 3 computing indicators 2 3 1  2 3 2
lesson 4 collecting data
lesson 5 applying  content
watch  video  find   https youtu  jaw9ke7rjoy
											
							download syllabus
							
									  course   developed  support countries  computing  monitoring indicators 2 3 1  2 3 2   2030 sustainable development goals labour productivity  income  small scale food producers   facilitate  understanding   main concepts underpinning  methodology  course consists  five lessons ranging  approximately 15  30 minutes duration  watch  video  find   https youtu  jaw9ke7rjoy 
					target audience
					 course  primarily intended  professionals  play  role   data collection analysis  reporting  sdg indicators 2 3 1  2 3 2  includes 
policy makers  advisors
statisticians
representatives  ngos regional organizations academia researchers   donor community 
  course  primarily intended  professionals  play  role   data collection analysis  reporting  sdg indicators 2 3 1  2 3 2  includes 
					learning objectives
					  learn  
nature  importance   role  small scale food producers 
rationale  indicators 2 3 1  2 3 2 within  2030 agenda 
main tools  measure  indicators 2 3 1  2 3 2 
methodology  perform data collection identification   national target population  computation   indicators 
 types  data required   computation  indicators 2 3 1  2 3 2  critical data gaps   addressed 
   learn  ",4
237,e-learning series on public-private partnerships,participation,"ppp online training materials   developed   years   escap secretariat  materials   self study   tailored  provide  basic minimum knowledge  various issues  policy makers dealing  ppps    aware    courses  general  nature    examples    infrastructure sectors  particular  transport sector  course  divided  several modules addressing  major issues related  ppps  online course also includes  possibility  obtaining  ppp certificate  course  also available  khmer u 00a0  burmese 
											
							download syllabus
							
									 ppp online training materials   developed   years   escap secretariat  materials   self study   tailored  provide  basic minimum knowledge  various issues  policy makers dealing  ppps    aware    courses  general  nature    examples    infrastructure sectors  particular  transport sector  course  divided  several modules addressing  major issues related  ppps  online course also includes  possibility  obtaining  ppp certificate  course  also available  khmer u 00a0  burmese 
					target audience
					policy makers 
				 policy makers 
					learning objectives
					providing  basic minimum knowledge  various issues  policy makers dealing  ppps    aware  
				 providing  basic minimum knowledge  various issues  policy makers dealing  ppps    aware  ",1
238,sdg indicators 2.5.1 and 2.5.2 - plant and animal genetic resources,reflexivity and adaptation," course   developed  support countries   analysis  reporting  sdg indicators 2 5 1  2 5 2  indicators measure  achievement  sdg target 2 5  focuses  maintaining genetic diversity  seeds cultivated plants  farmed  domesticated animals   related wild species  course illustrates  fundamental concepts upon   methodology  based 
 course consists  7 lessons ranging  approximately 25  75 minutes duration  
lesson 1 introduction
lesson 2 plant genetic diversity  food  agriculture
lesson 3 monitoring plant genetic resources  genebanks
lesson 4 interpreting  communicating results  plant genetic resources
lesson 5 animal genetic diversity  food  agriculture
lesson 6 gathering information  data  animal genetic resources
lesson 7 interpreting  communicating results  animal genetic resources
watch  video  find   https youtu  bxexlp fwx8
											
							download syllabus
							
									  course   developed  support countries   analysis  reporting  sdg indicators 2 5 1  2 5 2  indicators measure  achievement  sdg target 2 5  focuses  maintaining genetic diversity  seeds cultivated plants  farmed  domesticated animals   related wild species  course illustrates  fundamental concepts upon   methodology  based  course consists  7 lessons ranging  approximately 25  75 minutes duration  watch  video  find   https youtu  bxexlp fwx8 
					target audience
					 course  primarily intended    play  role  data collection analysis  reporting   sdg indicators 2 5 1  2 5 2 plant  animal genetic resources  well   people   interest   process including 
policy makers  advisors
national coordinators focal points  animal  plant genetic resources
data analysts
  course  primarily intended    play  role  data collection analysis  reporting   sdg indicators 2 5 1  2 5 2 plant  animal genetic resources  well   people   interest   process including 
					learning objectives
					  learn  
understanding  concept  genetic resources  food  agriculture   conserve  resources   main threats  plant  animal diversity
discusses   monitor conserve  report  plant genetic resources  well    interpret sdg indicator 2 5 1  wiews
discusses   monitor conserve  report  animal genetic resources  well    interpret sdg indicators 2 5 1  2 5 2  dad 
   learn  ",4
239,labor market information: business establishment surveys,reflexivity and adaptation,"labor market information  essential  tracking  analyzing  economy   country national  local governments need labor market information  reduce unemployment generate employment  plan training programs  meet  needs  industry   also used  determining future workforce training needs identifying  availability  labor ascertaining prevailing wage rates  exploring potential markets labor market information  valuable  local  regional planning agencies  well  industries  businesses looking  site locations seeking ways  attracting  retaining skilled workers  assessing  scope  size  potential markets labor unions find  information useful  determining comparable wage  compensation levels local working conditions  training needs investors educators workers  job seekers also benefit  timely  reliable labor market information  help  make sound decisions 
 seminar  show   develop labor market information using data collected  business establishments  business establishment survey provides detailed data  employment hours  earnings  workers  payrolls establishment surveys can provide detailed data  industry  occupation   vital  understanding  dispersion  jobs   country s economy 
participants  encouraged  bring    following materials  use  discussions  workshops 1 methodological documentation   data related   seminar topic  collected   home countries 2 questionnaires used   countries  obtaining  data  3 sample publications   data 
 seminar includes discussions   following topics 
introduction  labor markets
       defined
reasons  conducting business establishment surveys
sources  information
understanding components  labor market information
labor force supply  demand
business employment dynamics
employment  industry  occupation
hours  work
employee wages earnings  benefits
designing  conducting business establishment surveys
concepts  definitions
survey design
questionnaire design
sampling
data collection
weighting
data validation
estimation procedures
data processing  tabulation
data analysis  dissemination
analysis  sector industry  occupation
graphical analysis  presentation  data
 u 00a0 
business establishment survey data along  data   sources  used  report   following sdg indicators 
indicator 8 2 1 annual growth rate  real gdp per employed person
indicator 9 2 2 manufacturing employment   proportion  total employment
 labor market information  essential  tracking  analyzing  economy   country national  local governments need labor market information  reduce unemployment generate employment  plan training programs  meet  needs  industry   also used  determining future workforce training needs identifying  availability  labor ascertaining prevailing wage rates  exploring potential markets labor market information  valuable  local  regional planning agencies  well  industries  businesses looking  site locations seeking ways  attracting  retaining skilled workers  assessing  scope  size  potential markets labor unions find  information useful  determining comparable wage  compensation levels local working conditions  training needs investors educators workers  job seekers also benefit  timely  reliable labor market information  help  make sound decisions  seminar  show   develop labor market information using data collected  business establishments  business establishment survey provides detailed data  employment hours  earnings  workers  payrolls establishment surveys can provide detailed data  industry  occupation   vital  understanding  dispersion  jobs   country s economy participants  encouraged  bring    following materials  use  discussions  workshops 1 methodological documentation   data related   seminar topic  collected   home countries 2 questionnaires used   countries  obtaining  data  3 sample publications   data  seminar includes discussions   following topics introduction  labor markets understanding components  labor market information designing  conducting business establishment surveys data analysis  dissemination u 00a0 business establishment survey data along  data   sources  used  report   following sdg indicators 
					target audience
					 seminar  designed  economists statisticians researchers analysts   professionals working  labor market information  national statistical programs participants    elementary knowledge  statistics   experience  analyzing labor  economic data 
				  seminar  designed  economists statisticians researchers analysts   professionals working  labor market information  national statistical programs participants    elementary knowledge  statistics   experience  analyzing labor  economic data 
					learning objectives
					 develop capability  produce  analyze labor market information collected  business establishments  
defining labor market information
discussing techniques  using data  administrative sources
presenting methodologies  designing  conducting surveys  business establishments
analyzing data   characteristics   labor force
combining data   variety  sources  understand  labor market   whole
 u 00a0 
 additional information     bls international training programs please visit  bls division  international technical cooperation itc website  contact itc staff  itcinfo bls gov 
				  develop capability  produce  analyze labor market information collected  business establishments  u 00a0  additional information     bls international training programs please visit  bls division  international technical cooperation itc website  contact itc staff  itcinfo bls gov ",4
240,e-training on the compilation and application of supply-use tables (suts) in afr,democratic institutions,"content   course 
session 0 opening session 
session 1 overview  2008 sna
session 2 supply  use tables
session 3 steps  compilation  suts
session 4 balancing suts valuation matrices  suts  constant prices
session 5 classifications  data sources  suts 
session 6 accounts  non financial corporations  national accounts
session 7 accounts  financial corporations  national accounts
session 8 using government accounts  balance  payments  national accounts
session 9 informal sector
session 10 gdp exhaustiveness
session 11 introduction  trade  value added tiva  global value chain gvc trade 
session 12  suts  inter country input output tables icio 
 content   course 
					target audience
					 e training module  open   professionals  national statistical offices nsos  related line ministries   interested   compilation  suts
				  e training module  open   professionals  national statistical offices nsos  related line ministries   interested   compilation  suts 
					learning objectives
					 good understanding   related concepts definitions classifications accounting framework  data sources   important   compilation  suts 
 well acquired knowledge  skills  related techniques   compilation  suts  informal sector global trade  use  administrative data 
 platform  exchange  share experience  practice  compiling suts  national accounts 
",3
241,civil registration and vital statistics systems,democratic institutions,"civil registration cr   recording  vital events   person s life e g birth death    fundamental function   national government birth registration establishes  individual s legal identity  birth   legal identity name nationality proof  age   related  important human rights  enables individuals  exercise  rights e g  vote  enjoy various government social  private services vital statistics vs  statistics   vital events    persons concerned  availability  reliable    date vs depends   level  development  cr   effective crvs system  critical  planning  monitoring programs across several sectors yet  110 low  middle income countries  deficient crvs systems  course provides practical tools  approaches  achieving 21st century state   art crvs systems   linked  identity management systems  tailored  local contexts  self paced format  offered  busy professionals   able  take  course    pace  finish   time learners  receive  basic level certificate  successfully completing core modules 1 3  can subsequently u 00a0 enroll   facilitated format  receive  advanced level certificate 
									 civil registration cr   recording  vital events   person s life e g birth death    fundamental function   national government birth registration establishes  individual s legal identity  birth   legal identity name nationality proof  age   related  important human rights  enables individuals  exercise  rights e g  vote  enjoy various government social  private services vital statistics vs  statistics   vital events    persons concerned  availability  reliable    date vs depends   level  development  cr   effective crvs system  critical  planning  monitoring programs across several sectors yet  110 low  middle income countries  deficient crvs systems  course provides practical tools  approaches  achieving 21st century state   art crvs systems   linked  identity management systems  tailored  local contexts  self paced format  offered  busy professionals   able  take  course    pace  finish   time learners  receive  basic level certificate  successfully completing core modules 1 3  can subsequently u 00a0 enroll   facilitated format  receive  advanced level certificate 
					target audience
					policy makers  personnel working  civil registration  national statistics
university students interested  pursuing  career  crvs
others   epidemiologists statisticians demographers public administrators  researchers
personnel working  nongovernmental organizations  multilateral  bilateral development organizations
 
					learning objectives
					learners  complete  13 modules   able  
state  characteristics  primary functions  crvs systems   process  notification registration  certification  vital events births deaths marriage divorce  adoption bottlenecks  crvs systems  low  middle income countries  lessons learned   experience  running crvs systems  various country contexts
describe  legal  institutional framework  crvs systems    countries crvs systems   integrated   systems   national identity management idm systems  population registers
describe   generate vital statistics  civil registration data  monitor  improve national  subnational plans    present  disseminate vital statistics including   write  vital statistics report
explain  governance  management  enterprise   digitization  crvs    use  crvs digitisation guidebook  maximize  effect  information  communications technology ict investments  ensure  crvs systems  effective scalable  financially sustainable
describe  process  crvs system assessment  development   strategic plan  improving crvs systems
describe  importance  identity management idm systems   intrinsic link  civil registers
describe civil registration  refugees internally displaced persons idps  stateless persons   unique vulnerabilities 
 learners  complete  13 modules   able  ",3
242,seea for policy makers,democratic institutions," non technical course outlines  policy applications   system  environmetnal economic accounting seea   aimed  policy makers analysts  users   accounts  course addresses  lack  awareness  policy makers   value added   seea    can address policy needs  includes compelling case studies   impact   seea  policy 
 course includes four modules  overview  specific modules  biodiversity climate change  finance policy applications  course  self paced without instruction  can  taken   point  time users may pick  choose  modules  take 
									  non technical course outlines  policy applications   system  environmetnal economic accounting seea   aimed  policy makers analysts  users   accounts  course addresses  lack  awareness  policy makers   value added   seea    can address policy needs  includes compelling case studies   impact   seea  policy  course includes four modules  overview  specific modules  biodiversity climate change  finance policy applications  course  self paced without instruction  can  taken   point  time users may pick  choose  modules  take 
					target audience
					 target audience includes potential users   accounts  line ministries statisticians  experts working  compiling  accounts may also find  course useful 
				  target audience includes potential users   accounts  line ministries statisticians  experts working  compiling  accounts may also find  course useful 
					learning objectives
					understand  basics   seea
learn   seea   applied  countries
learn   seea can  used  biodiversity climate change  finance policy applications
",3
243,introduction to data governance for monitoring the sdgs,reflexivity and adaptation," e learning course   developed  unitar  un statistics division  strengthen statistical capacities  governmental officials drawing primarily   outcomes   consultations designed  inform  forthcoming edition   handbook  statistical organization  course  benefitted   expert contributions  review  mr gabriel gamez inter regional advisor un statistics division 
